[MAIN]: START
[ENV]: Started init Environment
[ENV]: ACTIONS_SPACE: 521
[ENV]: Finished init Environment
[TRAIN]: actions: 521, observations: 12
[TRAIN]: CUDA: True
[TRAIN_EPISODE]: (1): action: 209, observation: (1, 0, 0.0, 0.16254514753708338, 0.8230963043013015, 0.24098893241817526, 0.656917503673267, 1.0643879443562816, 0.8413744388483821, 0.4884539752044207, 0.19553992862725003, 0.23959402750244713), action_value: 0.0, 0.21, 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (1): action: 315, observation: (1, 0.11672450748203891, 0.0, 0.8407871192949202, 0.43954467546898046, 0.312798133577126, 0.31518821122742907, 1.1918276501477798, 0.17746307514941556, 0.5337043438474013, 0.7472377467774274, 0.6557224992951994), action_value: 0.0, 0.41000000000000003, 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (1): action: 510, observation: (1, 0.13738145016781295, 0.0, 0.21112226827626324, 0.539629980588269, 0.47920224002517153, 0.7657014059195283, 0.11803992457153914, 0.1481882397734302, 0.924148854910641, 0.9358859645217291, 0.34367001702734457), action_value: 0.0, 0.13, 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (1): action: 136, observation: (1, 0.1698485369887346, 0.09184853698873459, 0.20496879632572285, 0.636210368801102, 0.5624928129278248, 0.40788977873886095, 0.8303411486974304, 0.5319300123126397, 0.6396493188121016, 0.6021451423108194, 0.15539320184633232), action_value: 0.0, 0.33, 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (1): action: 495, observation: (1, 0.16115632726803095, 0.05500486425676554, 0.6834440824285558, 0.21565700034491497, 0.7365725709092101, 0.8283455169100894, 0.8735594128758599, 1.0130902056784443, 0.22064765959871252, 0.488145009693262, 0.7887680312264911), action_value: 0.0, 0.19, 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (1): action: 309, observation: (1, 0.07309686590272409, 0.014101730159489623, 0.36815749626224414, 0.46694595305524667, 0.7740573680326645, 0.847525969096858, 0.12878774917664682, 0.07066671185445238, 0.7598184757372186, 0.31128434816178047, 0.9458660929546852), action_value: 0.0, 0.29, 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (1): action: 78, observation: (1, 0.20540997333218036, 0.04551170349167, 0.449718375765609, 0.7827998484954948, 0.33277124345679165, 0.9843411159065095, 0.6028681409539632, 1.0962942803685383, 0.16987765115459566, 0.4694045445085905, 0.18364726750495433), action_value: 0.0, 0.45, 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (1): action: 264, observation: (1, 0.18718364312251856, 0.0, 0.7203115385420497, 0.6745826580386962, 0.279343697127735, 0.9333243329603481, 0.7625867205725834, 0.5441883738894681, 1.120670534971304, 0.9018182986482688, 0.25582207440735094), action_value: 0.0, 0.08, 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (1): action: 320, observation: (1, 0.23219390472448756, 0.18419390472448754, 0.9515981926928837, 0.11456688398086923, 0.47553500075323724, 0.49545480873419934, 0.7633276695356125, 0.7883531302340475, 0.8200772717273253, 0.23562110551687812, 0.5519974701257347), action_value: 0.0, 0.48, 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (1): action: 311, observation: (1, 0.21893574240003422, 0.11512964712452178, 0.4713522573075296, 0.0942690281081805, 0.5071731150702465, 0.2582935791823407, 1.02853535186342, 0.19970173032297486, 0.7908776037070984, 0.3450673004306317, 0.9520684084338613), action_value: 0.0, 0.22, 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (1): action: 341, observation: (0, 0.09227123821138164, 0.07540088533590342, 0.07184935763540412, 0.5762087481868202, 0.9090919146472111, 1.007659108980501, 1.0092261592283034, 0.28285133282850466, 1.2192458623810256, 0.36196856541491634, 0.4486488998502921), action_value: 0.0, 0.42, 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (1): action: 319, observation: (0, 0.04196769923372406, 0.0, 0.04579790606387757, 0.36213228539610076, 0.3993468733279148, 0.8967269587957214, 0.2604019598198051, 0.7218814767623716, 0.4724942217940442, 0.6508342911752705, 1.2857500382872236), action_value: 0.0, 0.43, 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (1): action: 402, observation: (0, 0.08449053803507045, 0.0, 0.06292597008622913, 0.5994947494093628, 0.643894594485735, 0.6724933962268556, 0.5419209370981213, 1.6527952842438296, 0.6292531823726053, 0.7845981642978807, 0.9197480296765409), action_value: 0.0, 0.04, 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (1): action: 95, observation: (0, 0.1397781749547371, 0.1157781749547371, 0.8954612834178306, 0.2416892110787543, 0.6912385813762654, 0.5983828555148069, 1.3700217809144541, 0.3175665079550788, 0.1230359245654124, 0.31505964096136096, 0.8650801858069426), action_value: 0.0, 0.19, 0.4, reward: 4.228832721710205 - 1, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (1): action: 520, observation: (0, 0.24253211923403467, 0.24431029418877181, 0.44896676962773985, 0.8959298529662183, 0.44472969373939236, 0.8641180095223894, 0.7661556440797912, 0.2345915045550946, 0.8426699688964004, 1.1940222218874408, 0.7591455461345894), action_value: 0.0, 0.06, 0.4, reward: 2.8745815753936768 - 1, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (1): action: 215, observation: (0, 0.3171982328250934, 0.5, 0.5089463294887027, 0.045099914823603204, 1.116888295721129, 0.36676415376303445, 0.4123988335070411, 0.3780427330471389, 0.5041629899279655, 0.5211369676124552, 0.7030141611286304), action_value: 0.0, 0.15, 0.4, reward: 4.438133716583252 - 1, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (1): action: 400, observation: (0, 0.181305249841071, 0.5, 0.2491311666980025, 0.7382651571766532, 0.8596809361184468, 0.4605947819753256, 0.29580541048910663, 0.05420783333131747, 0.7449724926437478, 0.27134849619865165, 0.1492089900883556), action_value: 0.0, 0.03, 0.4, reward: 2.8461873531341553 - 1, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (1): action: 153, observation: (0, 0.02565790709637939, 0.5, 0.7293657927096909, 0.6247902326749118, 1.124893417656126, 0.21949857792230698, 1.4498367113924833, 1.2619184739190021, 0.5907200446168598, 0.32230169350930343, 0.5607369224718742), action_value: 0.0, 0.08, 0.4, reward: 3.9045956134796143 - 1, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (1): action: 516, observation: (0, 0.16344048103554631, 0.5, 0.6748880928565748, 0.5735019909518547, 0.18239889074065452, 0.656188581538865, 0.6140903451561387, 0.39387196056377455, 0.7641323804776194, 0.5434115921917645, 0.7573208098704356), action_value: 0.0, 0.18, 0.4, reward: 3.048184871673584 - 1, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (1): action: 91, observation: (0, 0.2129176836336293, 0.5, 0.1731818149526646, 0.06228032582305587, 0.2621794765555836, 0.9759707705428755, 0.8402288300475285, 0.26634954932690275, 0.9083038745074001, 0.5036181724800666, 1.105122553266316), action_value: 0.0, 0.1, 0.4, reward: 2.859891891479492 - 1, eps: 1.0, sample: -1, 
[TRAIN]: (1/1600): reward: 11.20040774345398, rho: 0.4000000000000001, rates: 1.2100203871726989
[TRAIN]: SAVE MODEL: best_reward: 11.20040774345398
[TRAIN_EPISODE]: (2): action: 315, observation: (1, 0, 0.0, 0.43229368055650097, 0.44345267732688853, 0.1981050077608802, 0.47728010190369385, 0.18785803609914217, 0.3890705688466006, 1.0464952107274597, 0.4635398539377798, 0.671776285756435), action_value: 0.0, 0.41000000000000003, 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (2): action: 41, observation: (1, 0.3039760421984493, 0.05797604219844932, 0.8199968155548046, 0.816498341551153, 0.5277421623676121, 0.67996780359583, 0.2575463300180642, 0.28112788805945677, 1.1140826840239022, 0.34649280104373414, 0.6719403108728738), action_value: 0.0, 0.03, 0.4, reward: 0.014920066110789776 - 1, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (2): action: 238, observation: (1, 0.22833456926116252, 0.2683106114596118, 0.6634612303130213, 0.4712982928427264, 0.9074684677557686, 0.28588515823785565, 0.14910541111607648, 0.4031320709738596, 0.7172456944303642, 0.45573382473670054, 0.3028533834743561), action_value: 0.0, 0.4, 0.4, reward: 0.6300475001335144 - 1, eps: 1.0, sample: -1, 
