[MAIN]: START
[ENV]: Started init Environment
[ENV]: ACTIONS_SPACE: 34
[ENV]: Finished init Environment
[TRAIN]: actions: 34, observations: 75
[TRAIN]: CUDA: True
[TRAIN]: (1/1600): reward: -73.56742230057716, rates: 2.4325777260276404, loss: 0, rho: 0.0, dynamic_rho: [[0.6596502297465563, 0.10026770086015013, 0.6133911379561697, 0.8013446827765179, 0.27763043176544633, 0.22648612145965985, 0.19377665709423753, 0.9592069807862176, 0.7222652634685586, 0.373135193749094, 0.1317444933520603, 0.6274113429986822, 0.4996429880489893, 0.42114448306260854, 0.5845290683162332, 0.1407417547967268, 0.7381376310414549, 0.4091215002218487, 0.029688507648010787, 0.7516135705262802], [0.30051609965622794, 0.0066096139090069395, 0.9115193434727289, 0.4440128067428851, 0.38791796003871504, 0.8031727946703896, 0.27849602895629977, 0.12748874648088848, 0.5653164560653436, 0.4921228256341802, 0.43550785049084095, 0.1452221276361655, 0.388058291977581, 0.11480684741018277, 0.9057054675943718, 0.9946636160033554, 0.7946227966437543, 0.4743026317253396, 0.7171772634626784, 0.33718372847241096], [0.6127685218050751, 0.06768924003991483, 0.6705972489218086, 0.7450902183011959, 0.06453236833504095, 0.48045496886899974, 0.15453315527518108, 0.4330134174834548, 0.5641513167290091, 0.8421887734854988, 0.619334594843885, 0.45099661257291945, 0.2298118548656396, 0.8501038924528456, 0.7157334942507244, 0.41208542450562347, 0.08199405591358078, 0.2504791702051621, 0.5469149903959573, 0.14743790393474854], [0.7919336012417314, 0.3818785849891909, 0.7812844067943745, 0.23749890334211, 0.2998311872242373, 0.1841725848802025, 0.018277351937558972, 0.6960433910349211, 0.8330085090733126, 0.27577414571031256, 0.4407774992457266, 0.6260358898954578, 0.6511209708466887, 0.49003620801375225, 0.4578138482699764, 0.1667217717863042, 0.9447410417575484, 0.24772634306394703, 0.5700478567507016, 0.863191379007789], [0.06754270535988949, 0.08245767746135668, 0.5051204440820781, 0.2679826419194964, 0.46690743934819123, 0.08908870742510455, 0.9817882155019115, 0.03058106682530859, 0.02090622733746106, 0.7855871562729451, 0.9499823257606721, 0.7952061429532411, 0.2885978859042069, 0.2953509738077503, 0.2515636841239519, 0.39768027060677025, 0.09200117477449499, 0.7315837784072876, 0.7989558581478543, 0.21034981347785797]], transmit_actions: 11, P: [0.375, 0.1875, 0.875, 0.0, 0.75, 0.9375, 0.4375, 0.0, 0.3125, 0.0, 0.625, 0.3125, 0.3125, 0.5, 0.3125, 0.0, 0.875, 0.5, 0.1875, 0.5]
[TRAIN]: (2/1600): reward: -66.17854136228561, rates: 0.8214586876815383, loss: 0, rho: 0.0, dynamic_rho: [[0.353271120017688, 0.825641789891283, 0.6683191518347217, 0.7098612565265935, 0.2753665148789851, 0.10148711219602491, 0.010246914739246993, 0.589342571536423, 0.8587298267410348, 0.8280411901970194, 0.7240464409771326, 0.6592402345620721, 0.968905251578616, 0.34988120682149904, 0.5610276271216564, 0.2948304132996922, 0.08892304773208803, 0.15955220670280834, 0.9568358619575085, 0.8727645956270089], [0.1733911332686534, 0.9185006504729337, 0.19282921102927897, 0.0433799706837924, 0.2772819305481128, 0.7287567970220776, 0.6500011717994374, 0.8880905909509247, 0.7828964482565874, 0.6711955805400315, 0.10867096892382322, 0.5310203429382806, 0.6464609245659028, 0.3273868391875423, 0.4496017968895103, 0.6388601891313058, 0.5562768365954441, 0.3597798002470137, 0.23919342352710438, 0.9344143474193172], [0.7961271596141741, 0.5663286225259994, 0.42270818518106257, 0.11923592800446592, 0.6236822938776491, 0.9790003440128753, 0.34709150205936046, 0.36900439565376886, 0.6184293657456408, 0.8679691091471462, 0.6749394590359246, 0.47065592006874224, 0.5412236202716046, 0.11835655661842237, 0.4677943230974959, 0.4411458002540334, 0.20596775981419557, 0.5348295932276905, 0.10159075070882762, 0.09887632981551497], [0.16029404839878725, 0.6371954107544646, 0.8971935922591964, 0.08429648156048242, 0.041534483096430264, 0.17137554056854531, 0.9701219238906348, 0.8163390207608726, 0.810149298628023, 0.34928323910337045, 0.12663970939226743, 0.9512151121388571, 0.21298492459466267, 0.18927328301077617, 0.5566522159919132, 0.4159126002622957, 0.4959825377692495, 0.34884327661224135, 0.34113811887024714, 0.17570859534598993], [0.658037654280281, 0.6288763055963988, 0.21892858344813948, 0.9804303486817684, 0.6936697166152606, 0.8605540537483135, 0.4026004464949663, 0.0889349600199042, 0.47605723258898214, 0.7077898824071384, 0.27215944786648316, 0.4912427226023931, 0.11916058014560871, 0.8492234131886426, 0.1218913757238268, 0.09912386127034978, 0.6418520340745898, 0.9730219473569514, 0.8798683209472576, 0.1267015064829995]], transmit_actions: 7, P: [0.125, 0.5, 0.875, 0.875, 0.25, 0.5625, 0.1875, 0.75, 0.9375, 0.6875, 0.9375, 0.3125, 0.3125, 0.125, 0.5625, 0.5625, 0.125, 0.5625, 0.9375, 0.9375]
[TRAIN]: (3/1600): reward: -45.98447096347809, rates: 3.0155291118897827, loss: 0, rho: 0.0, dynamic_rho: [[0.09598147771049381, 0.4439529485714082, 0.07007508458309752, 0.27804640177084594, 0.6154420462846426, 0.6745300902040934, 0.21978420333165183, 0.2964266315699907, 0.4410192215481532, 0.45773220465338715, 0.7523838129208315, 0.9340616437736529, 0.812069379740142, 0.8440524682622877, 0.3512121030051678, 0.4836626320345816, 0.8065369044068538, 0.636401652213018, 0.7358142834685425, 0.48257327144134865], [0.2917096114474933, 0.8173565214417472, 0.7694383138187108, 0.8127644323685466, 0.593984581064149, 0.08676825967085178, 0.37791347313154167, 0.1046438488368101, 0.766348479098206, 0.4815360570510374, 0.6789023634326186, 0.9022569362803684, 0.24851753496967277, 0.2575587603977213, 0.24952389650034268, 0.7209148874706298, 0.6471651616364122, 0.9149853940887364, 0.5770045714242548, 0.1889767889005064], [0.238306942405896, 0.36091151280740674, 0.8462199543116834, 0.028512405182939737, 0.13130804197062051, 0.8484781870904871, 0.5154461528665063, 0.6300813030993089, 0.7707435485956479, 0.6064585997368732, 0.44695035560801966, 0.14906600488336097, 0.6229769527523604, 0.541006283012483, 0.23957088686568428, 0.4852972218977889, 0.20475883788850202, 0.26601196607699895, 0.5274209284250289, 0.6511156376476389], [0.22708801208455298, 0.49268031741122953, 0.2575884496004287, 0.04873751153031547, 0.9380002066727336, 0.2410271522265176, 0.8320504763898986, 0.3045595168338151, 0.989964855528182, 0.7181310962914214, 0.09240606544987917, 0.69335880341126, 0.9639868717288208, 0.5592707842801172, 0.14974503967652364, 0.35990573113686597, 0.8996588307103496, 0.15376669504362905, 0.24284936132990564, 0.732882749757828], [0.9443364203609218, 0.8315544015740635, 0.2650256811438677, 0.5896680783419669, 0.24768193832100815, 0.6698213883691874, 0.9777359294897412, 0.869661099737788, 0.7373194580720384, 0.046041547170917574, 0.8740055197105662, 0.5329032796418025, 0.21390717085117217, 0.8727423019922317, 0.18305009143670314, 0.9122995178670377, 0.21006862060592224, 0.45817809111750274, 0.34406242935532005, 0.588066495483369]], transmit_actions: 14, P: [0.3125, 0.875, 0.6875, 0.6875, 0.0625, 0.0625, 0.3125, 0.1875, 0.3125, 0.5, 0.0625, 0.8125, 0.9375, 0.3125, 0.5, 0.125, 0.375, 1.0, 0.625, 0.0]
[TRAIN]: (4/1600): reward: -54.722036719322205, rates: 1.2779631486669134, loss: 8.700573276070987, rho: 0.0, dynamic_rho: [[0.7249309588668356, 0.20373661744726224, 0.8024892991900272, 0.03504914858514607, 0.6894040954041334, 0.7977372801153002, 0.8593603064642371, 0.6604774721171576, 0.609279311202151, 0.8352670844025804, 0.7462952819153144, 0.6701992003587232, 0.3564360457677188, 0.779795928743009, 0.749736164873884, 0.052019221250400594, 0.9196680037601143, 0.5575726946385587, 0.5256347407149912, 0.7335206096369314], [0.465969062870209, 0.5692095526495068, 0.8485107156047571, 0.9035826327127668, 0.46667669308113013, 0.9955020729088769, 0.061558584964275465, 0.27600542745783985, 0.34541325082346963, 0.5033559882256312, 0.8748069532822813, 0.22960493381978697, 0.14719403850976132, 0.30761718158173146, 0.10090023651120905, 0.2302358212058373, 0.5866178953352442, 0.4652166676265922, 0.7212743762221607, 0.22450967315655235], [0.28523223500859907, 0.46621021223537695, 0.4812614487540182, 0.11192099386793986, 0.04182854682368198, 0.6995609260994466, 0.340660452052194, 0.4281730652087643, 0.8052383394129113, 0.9153213286864431, 0.10260155640670987, 0.10846682109271788, 0.2853511494714427, 0.5194316400598767, 0.015987567738517283, 0.09421868737642836, 0.09211686153982412, 0.21941977986771588, 0.5663940764019162, 0.9562288598535256], [0.651652508781709, 0.6165316220752239, 0.8877056859666657, 0.12872000013085816, 0.816298392911058, 0.21754486579647425, 0.6099660872461825, 0.14418745178368408, 0.2735508603571193, 0.3395287570560289, 0.8911781227698514, 0.11784126628437952, 0.964250635313992, 0.9648984874107563, 0.5323221553301624, 0.5733383949698801, 0.2363264469175964, 0.2822847777294527, 0.5378222020955635, 0.5464941506996347], [0.5498179121309915, 0.8040045653992156, 0.04668756594022172, 0.8313574958337271, 0.25652832203087694, 0.8591636538457249, 0.4215287762722346, 0.79465468711078, 0.16786803729019872, 0.9048543399586606, 0.387101533914461, 0.3918109459668082, 0.22846255393462556, 0.7261349227072167, 0.182877448020076, 0.9605642010998539, 0.8057289916782252, 0.2712504753099211, 0.39000143120227526, 0.7828928333222634]], transmit_actions: 9, P: [1.0, 1.0, 0.6875, 0.9375, 0.625, 0.4375, 0.5625, 0.875, 0.5625, 0.8125, 0.0, 0.5, 0.875, 0.3125, 0.5625, 1.0, 0.9375, 0.6875, 0.5625, 0.5625]
[TRAIN]: (5/1600): reward: -69.00503647327423, rates: 1.9949636989109552, loss: 4.306706213951111, rho: 0.0, dynamic_rho: [[0.1337113632531135, 0.7364053779629652, 0.3112771936115243, 0.8473705352037931, 0.8547212078055312, 0.1146404133798139, 0.6540337070304362, 0.8551505807032033, 0.7898210867319759, 0.8292682066293098, 0.8333814913130305, 0.6365142275813956, 0.3042304228861835, 0.9681637214440536, 0.34008095251184545, 0.7841969700068062, 0.3585357704080747, 0.9270843685386722, 0.2146300052868444, 0.7156446765825667], [0.7537691201616048, 0.8172873395946629, 0.566398520688663, 0.8898556190587464, 0.6217326712133185, 0.15699444751252756, 0.32184818188902387, 0.0929428297512751, 0.9198907345298485, 0.700945757538152, 0.14210814360761137, 0.4490640692517721, 0.47060845367174986, 0.36766949915738323, 0.8471214019598132, 0.5742298882833433, 0.7999446134186934, 0.8075466075686635, 0.3902222272448146, 0.7148194401592949], [0.9610075112477853, 0.21380183564758226, 0.1308561551613041, 0.018580554423337836, 0.4681901660739768, 0.2569401020192926, 0.6936181580623108, 0.19522151582604952, 0.07194419867423585, 0.0223648011599209, 0.9488971139479061, 0.23545315885784035, 0.9732601383210402, 0.7075402570763025, 0.5437828531772659, 0.7371590838223782, 0.42148659804059596, 0.8667611438601527, 0.7908076558601981, 0.6187901233898212], [0.09577875218603027, 0.9234428036489385, 0.8344313519245118, 0.6356936223649862, 0.5731338245560387, 0.8210104306290806, 0.3697824844691424, 0.6686573351739536, 0.5758784937497609, 0.23362528377952685, 0.5211314387578224, 0.3582101824351035, 0.8733326770530997, 0.23237592914487726, 0.12515202073071174, 0.9704741878525923, 0.5996995892757613, 0.5445864508474627, 0.8833182062206187, 0.37301752363330254], [0.43826793690129573, 0.5748088163581782, 0.26315081012477226, 0.6248925043711923, 0.13555364583509077, 0.7324023264646764, 0.32504954437385736, 0.5118548202539314, 0.8148611920567284, 0.9242252360834818, 0.717631035683022, 0.18465695111178215, 0.8527673237582013, 0.3295991075216613, 0.2575437509042364, 0.682232332059497, 0.10305052356320343, 0.4709356526668891, 0.21618322758870567, 0.2779621639525498]], transmit_actions: 9, P: [0.9375, 0.5625, 0.4375, 0.1875, 0.375, 0.3125, 0.375, 0.0, 0.5625, 0.75, 0.875, 0.25, 0.5, 0.8125, 0.6875, 0.5, 0.6875, 0.5, 0.1875, 0.0625]
[TRAIN]: (6/1600): reward: -70.55549097061157, rates: 1.4445092724062498, loss: 2.4450369238853455, rho: 0.0, dynamic_rho: [[0.0033618460348943113, 0.7734411649640012, 0.8865357724224008, 0.9248925476052283, 0.1605502282273552, 0.7739545245300382, 0.47378690096633325, 0.8233284831505047, 0.11494379125114507, 0.2826094683012843, 0.55163862960521, 0.7792665439703162, 0.053405893927224946, 0.20656071798858489, 0.32159661098703896, 0.8716297654427552, 0.9017960496311697, 0.9188227048311548, 0.5312388187805751, 0.8853074427692001], [0.6844555462275975, 0.8780760827236992, 0.27768329359651245, 0.7142534391977041, 0.17689429014192737, 0.7459684859717527, 0.9763666247377603, 0.9223426601294684, 0.9329323892387711, 0.43964617642995363, 0.5021511371138688, 0.7618091801218332, 0.26536933216713676, 0.633427167761556, 0.9026572000684567, 0.8157193117417956, 0.4613139799999345, 0.1479909118800904, 0.38456746172202494, 0.8493999835532745], [0.12015111222876973, 0.9449566254268154, 0.8294265993578844, 0.16412486572692142, 0.4775305263607249, 0.743408747997825, 0.15898322893568217, 0.22976674086924675, 0.3795427307646966, 0.9202636721133546, 0.3025407645040358, 0.6793102100567326, 0.2686084001554522, 0.4239564738632251, 0.4536300067243876, 0.060470760221005615, 0.8213832337941376, 0.6918058822255366, 0.4945551147337003, 0.8301851049988526], [0.39688493986093376, 0.7522462864438872, 0.416064751059372, 0.21844508387255046, 0.2765995662829317, 0.061626498383823614, 0.7685698727756404, 0.42900954645794753, 0.2808067710739641, 0.24837601491249817, 0.6612882348656115, 0.6927168457021821, 0.6988812778586951, 0.5549015458328044, 0.037474638233551016, 0.7834202141171236, 0.556056854706099, 0.5180139523820724, 0.4012508141258653, 0.8297443943901587], [0.5372268943336839, 0.6598552391697519, 0.09591615061699721, 0.5724318584209274, 0.23686979255486318, 0.30027255084977766, 0.07363557738737903, 0.9499358981214274, 0.49716509597627334, 0.3773578748255674, 0.9447060700594062, 0.30138000543676846, 0.16664324015934584, 0.5446136526518741, 0.34659930623643775, 0.7397238916161054, 0.39908424336849246, 0.23916150105904876, 0.4517064009569214, 0.33953876439463637]], transmit_actions: 10, P: [0.3125, 1.0, 0.875, 0.0625, 0.875, 0.625, 0.25, 0.9375, 0.25, 0.375, 0.5, 0.9375, 0.5625, 0.8125, 0.8125, 0.8125, 0.5, 0.25, 0.8125, 0.375]
[TRAIN]: (7/1600): reward: -65.57298105955124, rates: 1.4270188211207597, loss: 1.7285160958766936, rho: 0.0, dynamic_rho: [[0.30791476737112367, 0.18119714107311224, 0.4316601244015401, 0.26117799095405814, 0.7418158397203451, 0.671303792311898, 0.5905352192635847, 0.034442247945893456, 0.3166864249770862, 0.18711040593435024, 0.8583542436422603, 0.8424741826110312, 0.9333516196360678, 0.588181682757077, 0.9897296183132359, 0.9940839899988756, 0.8861918095742813, 0.5735973829107853, 0.6307647397638557, 0.10974365055408852], [0.9184276166622698, 0.23856351796876885, 0.8308865377820119, 0.8278744608506872, 0.11462629528760415, 0.754939355333673, 0.07921617559768535, 0.9402608912390744, 0.8840234018435068, 0.9301753270530181, 0.4500407746804447, 0.6997510637589585, 0.14188734344269993, 0.1769941842585787, 0.9346536724414457, 0.1569248495447788, 0.7612815374890647, 0.027534497507580413, 0.3075928463969684, 0.48862630843052257], [0.14359136834273512, 0.027087318441101238, 0.8397272541176227, 0.5856382908129097, 0.7579942308358226, 0.5186835609860376, 0.41333263374191265, 0.16420045778288428, 0.9300307472924828, 0.5039901396520605, 0.26073664107390415, 0.17832931598979407, 0.20795356994486192, 0.8562513765614281, 0.16020100259326986, 0.6241991344774381, 0.008240087188968515, 0.47485423207660316, 0.3932231274108837, 0.23176234191399514], [0.9001909708565817, 0.5001663569176953, 0.3463604405267462, 0.8983645289928263, 0.254553455559569, 0.6554965522886125, 0.8389834999678442, 0.5456570854649355, 0.9249612539676668, 0.26222610275229874, 0.6950982844001296, 0.9388272891504895, 0.06636292895228113, 0.920252041897741, 0.7707535756102589, 0.510800747368999, 0.4555366852019098, 0.5585220744494077, 0.29998931110998983, 0.2231817277812106], [0.7786518470606874, 0.120995269656064, 0.5363288605075821, 0.3329195689627725, 0.4265020129126852, 0.5130813962100956, 0.906475778756549, 0.5194853606681812, 0.48841987154325917, 0.8374908486430817, 0.4343447549178213, 0.9046699100622395, 0.8634591315650744, 0.39520261004426005, 0.6686524519652914, 0.2627506476822403, 0.44176462510356784, 0.6359525024898057, 0.16799462324426662, 0.1694866486329255]], transmit_actions: 11, P: [0.0625, 0.875, 0.0, 1.0, 0.4375, 0.125, 0.6875, 0.0625, 0.6875, 0.5, 0.0, 0.625, 0.0625, 0.875, 0.9375, 0.6875, 0.25, 0.25, 0.3125, 1.0]
[TRAIN]: (8/1600): reward: -59.04266059398651, rates: 3.9573393037647846, loss: 1.4785991728305816, rho: 0.0, dynamic_rho: [[0.7748689434399029, 0.9043273356336428, 0.3774953207738678, 0.9485324258139711, 0.08339071254600383, 0.2539216169609725, 0.9540204620834338, 0.2940018938244925, 0.7376832085059285, 0.029571540415331166, 0.12577413572924678, 0.17902264015315106, 0.24180246409234707, 0.3095151701765352, 0.04703261192272268, 0.8777375233815952, 0.00145418776715589, 0.7831445525943461, 0.34277785158149154, 0.08400307105600269], [0.6177574809805304, 0.971661681301059, 0.6632719599498329, 0.2955486458567931, 0.8502193596389408, 0.2150411004036289, 0.08015990395889006, 0.22194963131429912, 0.7801314094566723, 0.8154466865336358, 0.3036441149827255, 0.16694009900061957, 0.22231797891519212, 0.3978914948098722, 0.6026851793509312, 0.12757795152701434, 0.24852857101574255, 0.4348790818015482, 0.46511210518833934, 0.4517982110656188], [0.4770417060158606, 0.35225515128310325, 0.11610871853158478, 0.40549040098625777, 0.8867536838633332, 0.7256901703849363, 0.7313179596152709, 0.3127757830973603, 0.0036273560685716744, 0.2770894522751197, 0.25601640616549204, 0.051750651897402467, 0.6318486230558716, 0.1523967052826728, 0.15537830350779192, 0.28035446556282473, 0.7580171177763282, 0.14229021369567196, 0.2765005397313026, 0.2298811450740409], [0.12268932840169633, 0.09146631618848933, 0.6655696706045343, 0.5567728031979381, 0.7459972135223465, 0.556305779232121, 0.9222378375253607, 0.32015214292634353, 0.5475493322822161, 0.18522220309489712, 0.6761971686415882, 0.6619539945017311, 0.9755363852823773, 0.9661288873412996, 0.43111786436498645, 0.09200123820835915, 0.5296937719717245, 0.9639362159712269, 0.778959445541683, 0.9325927500024666], [0.8225858005335128, 0.3784198097931315, 0.5658224245730049, 0.0773398239610732, 0.882378134926744, 0.5174792790464777, 0.4698739683641755, 0.016438151909077936, 0.05982045551978332, 0.07540654119858126, 0.15975723362889582, 0.717299109903348, 0.2391321076553219, 0.8981486522122926, 0.37120420987153946, 0.31954563501085176, 0.06199592505243123, 0.5212419913300974, 0.9518106117052898, 0.20928806681836254]], transmit_actions: 8, P: [0.5, 0.0, 0.875, 0.4375, 0.25, 0.1875, 0.5625, 0.125, 0.6875, 0.125, 0.0625, 0.125, 0.1875, 0.4375, 0.1875, 0.4375, 0.125, 0.0625, 0.375, 0.5625]
[TRAIN]: (9/1600): reward: -61.41227164119482, rates: 3.5877283579058137, loss: 1.1706743389368057, rho: 0.0, dynamic_rho: [[0.4008395276594725, 0.09671043997852813, 0.3430550984519689, 0.9171573931461473, 0.6279395536907683, 0.855045183062757, 0.325977986087694, 0.9955002265527301, 0.9093525118048694, 0.9115967491098946, 0.14927050544941256, 0.535928444219027, 0.4079031864143945, 0.6866081351257184, 0.42278023673152165, 0.16722618144896584, 0.32654339113768116, 0.6632694689722405, 0.6672725848330362, 0.15348372638944563], [0.018719490083744517, 0.9029943257845149, 0.13029551613218948, 0.17567980291512797, 0.46507143567598086, 0.6209703545069106, 0.8175199558813256, 0.8963069552943772, 0.4486206590693551, 0.11583098574015371, 0.1514650019259698, 0.9744851625582425, 0.3655168605713123, 0.2564698696944455, 0.6730584275521175, 0.7881490642482335, 0.5222469958227155, 0.26985350193552915, 0.03392184855515623, 0.17031513742707594], [0.8627983122642525, 0.6660228117013308, 0.3857156160595169, 0.6804410817771961, 0.5980715372145003, 0.7723503849151242, 0.6965680716442413, 0.6279215937979087, 0.17677702532037098, 0.845530713217405, 0.40380342914849754, 0.9575493673405268, 0.4670485675629462, 0.9323749713257171, 0.8277007707005928, 0.9907764980595192, 0.38971700623866923, 0.8610473816388259, 0.6423115638395992, 0.7601944060045102], [0.29745166319266314, 0.12102205377721231, 0.5211899634631246, 0.2330848833563074, 0.6470851836378155, 0.8847246468497477, 0.5581099023996485, 0.020823206966943508, 0.653691881620265, 0.041084293295967966, 0.6727506161834398, 0.22118384921869172, 0.3610748623345803, 0.9994537741941557, 0.2057740024991107, 0.9508728526324602, 0.38181573550369996, 0.7692160916121239, 0.8343176961622587, 0.2654534127952728], [0.939282522704181, 0.15190943063808093, 0.07875770844259233, 0.45457181917524025, 0.5520257113261282, 0.745613396706408, 0.6066314497337879, 0.2222260365510741, 0.8670563788362952, 0.4910426759269477, 0.4618391348347204, 0.3414658158313958, 0.6319875680649043, 0.9480781144395339, 0.8951479646311019, 0.5000531623564687, 0.3241726942173577, 0.6083507608408844, 0.2564462717572902, 0.6849887831112867]], transmit_actions: 8, P: [0.0625, 0.8125, 0.0, 0.0625, 0.5, 1.0, 0.4375, 1.0, 0.75, 0.1875, 0.5625, 0.25, 1.0, 0.25, 0.125, 0.0625, 0.1875, 0.0625, 0.6875, 0.625]
[TRAIN]: (10/1600): reward: -71.69250112771988, rates: 1.3074986320142137, loss: 1.1506007850170135, rho: 0.0, dynamic_rho: [[0.5524657741664522, 0.7181884279840153, 0.9851169641423104, 0.35535241294709596, 0.47994901237974685, 0.2709447511558163, 0.8845100391803883, 0.1513285874294089, 0.5542415754694263, 0.1142944152207056, 0.6268852646385144, 0.889824549308839, 0.14867711325852562, 0.7654621967105061, 0.2194164415676232, 0.3670894860902678, 0.4395210663838972, 0.020615201515018167, 0.8146483107131082, 0.040930762329399295], [0.9212025164340786, 0.4082183513236891, 0.4812838723422165, 0.0255645754408097, 0.11204185108521003, 0.48145394103727923, 0.06715340509493528, 0.46150042159480353, 0.5640161218065085, 0.008625484250313398, 0.828671214975653, 0.03127281439032614, 0.4085144219679365, 0.1491798253294977, 0.7275632838885971, 0.5111008594667192, 0.9367347091050402, 0.42669717522810025, 0.35820059328803444, 0.7619418010078919], [0.48933697908910745, 0.7899597757201882, 0.5032174295410456, 0.8428926745806412, 0.7046326556829616, 0.3672780716062575, 0.13376205840069966, 0.13364149162817718, 0.14762023537167934, 0.8896270646321712, 0.7080926843741011, 0.9854539724553726, 0.8889298168231068, 0.08141076255758595, 0.9752164548785947, 0.033203789859850286, 0.344699878736095, 0.34660221885583375, 0.7125086559662027, 0.9432640742596895], [0.5264821355322564, 0.23490074342665135, 0.6777374476824607, 0.24849091167778536, 0.3178096652278709, 0.9497139843946835, 0.39018288314215155, 0.4956922968714975, 0.04842661053309705, 0.5682592336798459, 0.2644273589609719, 0.08470104682164714, 0.5190662008167357, 0.024793531475433617, 0.6807816708746723, 0.3333103935435838, 0.5064450694777458, 0.33312155057878545, 0.878890708560276, 0.9770522330345062], [0.7706480336268715, 0.695959488451978, 0.6655209498373623, 0.9436783921838913, 0.46176702269955805, 0.698098553158223, 0.4191954070811953, 0.45632548861727484, 0.5062862827039112, 0.4765548274126957, 0.9059675240466332, 0.12388474211072309, 0.48148182218665125, 0.4614805539015876, 0.9498471644677992, 0.9496434453512912, 0.5509535346826969, 0.8346864911295422, 0.36714147997523805, 0.8070624879869538]], transmit_actions: 12, P: [0.125, 0.5625, 1.0, 0.3125, 0.8125, 0.875, 0.125, 0.6875, 0.8125, 0.1875, 0.625, 0.25, 0.4375, 0.0625, 0.3125, 0.875, 0.375, 0.625, 0.125, 0.0]
