[MAIN]: START
[ENV]: Started init Environment
[ENV]: ACTIONS_SPACE: 521
[ENV]: Finished init Environment
[TRAIN]: actions: 521, observations: 12
[TRAIN]: CUDA: True
[TRAIN_EPISODE]: (1): action: 209, observation: (1, 0, 0.0, 0.2511487728551902, 0.71487189149458, 0.762073917333823, 1.8290041084093056, 2.3207092260133964, 1.857058157235129, 1.744249678958458, 0.5772175729080492, 2.8605349363219736), action_value: 0.0, 0.21, 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (1): action: 315, observation: (1, 0.8416879687002031, 0.5, 0.7019261668951821, 0.33965176820019627, 0.9891545499533102, 1.8701113533835085, 0.7407856287861305, 1.0259202239989471, 0.7455130614434792, 2.1389211959058794, 0.8954451629311576), action_value: 0.0, 0.41000000000000003, 0.4, reward: 0.8255466222763062 - 1, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (1): action: 510, observation: (1, 0.20593038701053487, 0.4599303870105349, 0.6054651448352689, 0.5616811236082674, 1.5153705383342455, 1.0254427362865066, 0.5680862583713351, 1.3209279334934028, 1.833149425805211, 0.9234460005175902, 1.6907035343335721), action_value: 0.0, 0.13, 0.4, reward: 0.1514062136411667 - 1, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (1): action: 136, observation: (1, 0.4625020543055415, 0.5, 0.6024322135750458, 0.5938129568052549, 1.778758456326932, 4.174798136018039, 1.5523655879813332, 3.503864679546834, 1.716564698316264, 2.559927013103326, 0.9849683373701755), action_value: 0.0, 0.33, 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (1): action: 495, observation: (1, 0.3263834906102231, 0.5, 0.9492880212753749, 0.3717040693060093, 2.329246986078985, 1.0691878302002114, 2.807923750934951, 1.3141906824895888, 2.0631302117493724, 3.3847543431960085, 1.6082708835419186), action_value: 0.0, 0.19, 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (1): action: 309, observation: (1, 0.37604752581367085, 0.5, 0.3741729677715856, 0.676932598175649, 2.4477843226184284, 0.8389792532641915, 1.3300349238967197, 0.4959825059774791, 0.5440126800584109, 1.8135870136612047, 1.7027341043147473), action_value: 0.0, 0.29, 0.4, reward: 0.9282859563827515 - 1, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (1): action: 78, observation: (1, 0.5144766495518791, 0.5, 0.4639664829011866, 0.572595478812525, 1.0523150691298653, 1.0421335573394637, 1.4803736303930073, 1.645506772966751, 0.5135777791799808, 0.7980611810451393, 1.6698269069038154), action_value: 0.0, 0.45, 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (1): action: 264, observation: (1, 0.5412049041017513, 0.5, 0.3155559169793428, 0.87975343450919, 0.8833623329358782, 1.20681794354422, 0.20428795312031675, 2.9091676655929786, 2.9410942686427237, 0.5728168983967536, 0.7276287564525764), action_value: 0.0, 0.08, 0.4, reward: 0.0233160387724638 - 1, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (1): action: 320, observation: (1, 0.42744244428626943, 0.5, 0.27174295060218745, 0.5799681901763618, 1.5037737095101156, 1.37971279685585, 1.6366903792642236, 3.0728721654857156, 2.482234944046497, 2.6304211891379583, 3.1295104229511534), action_value: 0.0, 0.48, 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (1): action: 311, observation: (1, 0.6781669423195147, 0.5, 0.17551224076860927, 0.6267637173651353, 1.6038222116246477, 2.936431339187324, 2.1653919335967395, 2.937588116202941, 2.887466153035622, 1.0394693966762152, 1.9608171100346061), action_value: 0.0, 0.22, 0.4, reward: 0.15410350263118744 - 1, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (1): action: 341, observation: (0, 0.4510613734621343, 0.5, 0.972858180085144, 0.43401116761297776, 2.8748010527285746, 0.6754329793655772, 3.054974507574997, 2.1555186804011868, 1.564045197065522, 1.9367326678857348, 0.9884242437098096), action_value: 0.0, 0.42, 0.4, reward: 6.143341064453125 - 1, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (1): action: 319, observation: (0, 0.7267010149712718, 0.5, 0.7616166618889443, 0.6132734379980082, 1.2628456961829566, 1.8097033796768283, 1.8145860649833638, 1.8887680140423218, 4.4584669643903805, 0.4380882014922072, 1.5533903776390705), action_value: 0.0, 0.43, 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (1): action: 402, observation: (0, 0.24913884692499572, 0.49113884692499576, 0.7169618920145174, 0.8981249762462, 2.036173491645418, 2.008960464530482, 1.5110519263481583, 0.16444746609216038, 1.9453178862588085, 0.8375892244208025, 2.052554773561329), action_value: 0.0, 0.04, 0.4, reward: 3.8192365169525146 - 1, eps: 1.0, sample: -1, 
